Date,Open,High,Low,Close,Adj Close,Volume
2021-01-29,24.900000,25.799999,24.350000,24.799999,23.085819,381938573
2021-02-01,25.250000,25.400000,24.900000,25.100000,23.365084,72044464
2021-02-02,25.450001,25.450001,24.700001,24.750000,23.039276,36735442
2021-02-03,24.799999,24.900000,24.049999,24.250000,22.573835,45816269
2021-02-04,24.250000,25.799999,23.850000,25.350000,23.597805,88486029
2021-02-05,25.600000,26.200001,25.549999,25.700001,23.923613,56318695
2021-02-08,25.900000,25.950001,25.600000,25.750000,23.970156,28324374
2021-02-09,25.750000,25.799999,25.200001,25.299999,23.551260,25243532
2021-02-10,25.400000,25.799999,25.000000,25.400000,23.644348,33132159
2021-02-11,25.400000,25.650000,25.250000,25.400000,23.644348,13586295
2021-02-12,25.500000,25.549999,25.299999,25.400000,23.644348,15658220
2021-02-15,26.200001,26.200001,25.650000,25.750000,23.970156,45629832
2021-02-16,25.900000,26.000000,25.799999,25.900000,24.109787,34557518
2021-02-17,25.299999,25.600000,24.900000,25.299999,24.546383,28638408
2021-02-18,25.450001,25.799999,25.400000,25.650000,24.885958,21022422
2021-02-19,25.650000,25.700001,25.200001,25.350000,24.594894,14542153
2021-02-22,25.299999,25.400000,24.950001,25.000000,24.255320,16652770
2021-02-23,25.000000,25.150000,24.900000,24.950001,24.206808,13021961
2021-02-24,24.900000,25.200001,24.850000,24.900000,24.158297,10958830
2021-02-25,24.950001,25.200001,24.900000,24.950001,24.206808,22761296
2021-02-26,24.850000,24.950001,24.500000,24.650000,23.915745,36424500
2021-03-01,24.650000,26.700001,24.650000,25.900000,25.128510,93579588
2021-03-02,26.100000,26.299999,25.450001,25.650000,24.885958,48494934
2021-03-03,25.799999,25.950001,25.450001,25.500000,24.740425,18806435
2021-03-04,25.250000,25.700001,25.250000,25.400000,24.643404,21742960
2021-03-05,25.400000,25.549999,24.799999,24.950001,24.206808,25255199
2021-03-08,25.100000,25.250000,24.799999,24.850000,24.109787,16353985
2021-03-09,24.950001,25.500000,24.799999,24.950001,24.206808,21380757
2021-03-10,25.000000,25.100000,24.850000,24.850000,24.109787,11360743
2021-03-12,24.900000,25.049999,24.799999,24.850000,24.109787,17086939
2021-03-15,24.900000,24.950001,24.500000,24.650000,23.915745,17382950
2021-03-16,24.650000,24.799999,24.500000,24.549999,23.818722,9649363
2021-03-17,24.549999,24.600000,24.100000,24.150000,23.430637,14312130
2021-03-18,24.200001,24.600000,23.900000,24.049999,23.333616,16168159
2021-03-19,24.000000,24.100000,23.500000,23.950001,23.236597,15260549
2021-03-22,24.000000,24.500000,23.850000,23.900000,23.188084,13817385
2021-03-23,23.900000,24.100000,23.750000,23.799999,23.091063,13742805
2021-03-24,23.799999,23.900000,23.400000,23.450001,22.751490,16788250
2021-03-25,23.450001,23.549999,22.900000,22.950001,22.266384,19233029
2021-03-26,23.200001,23.299999,22.900000,23.049999,22.363403,16323314
2021-03-30,23.150000,23.299999,22.900000,22.950001,22.266384,14301425
2021-03-31,22.950001,23.100000,22.900000,22.900000,22.217873,11770453
2021-04-01,23.000000,23.200001,22.700001,22.850000,22.169361,18367745
2021-04-05,22.850000,22.900000,22.299999,22.500000,21.829786,20106460
2021-04-06,22.500000,22.500000,21.900000,22.000000,21.344681,25085603
2021-04-07,22.000000,22.299999,21.900000,22.150000,21.490211,14507382
2021-04-08,22.100000,22.350000,21.900000,21.950001,21.296171,18025782
2021-04-09,22.000000,22.049999,21.900000,21.950001,21.296171,16396258
2021-04-12,21.850000,21.850000,20.799999,20.850000,20.228937,25942981
2021-04-13,20.850000,21.500000,20.799999,21.450001,20.811064,14831755
