Date,Open,High,Low,Close,Adj Close,Volume
2017-02-13,40.900002,40.900002,37.650002,40.349998,40.349998,6246
2017-02-14,38.349998,38.500000,38.349998,38.450001,38.450001,1425
2017-02-15,38.450001,39.900002,38.450001,38.599998,38.599998,806
2017-02-16,39.000000,40.000000,39.000000,39.200001,39.200001,735
2017-02-17,40.950001,40.950001,39.000000,39.000000,39.000000,410
2017-02-20,38.000000,40.849998,38.000000,40.000000,40.000000,52
2017-02-21,41.000000,41.000000,38.000000,40.000000,40.000000,1266
2017-02-22,41.450001,41.500000,40.000000,41.400002,41.400002,3213
2017-02-23,43.000000,43.450001,40.299999,40.500000,40.500000,4992
2017-02-27,42.500000,42.500000,40.000000,42.000000,42.000000,407
2017-02-28,44.099998,44.099998,41.849998,44.099998,44.099998,7348
2017-03-01,46.200001,46.299999,45.000000,46.299999,46.299999,14915
2017-03-02,48.599998,48.599998,48.599998,48.599998,48.599998,5745
2017-03-03,48.599998,48.599998,48.599998,48.599998,48.599998,44450
2017-03-06,46.200001,51.000000,46.200001,51.000000,51.000000,14046
2017-03-07,51.000000,53.549999,48.500000,53.549999,53.549999,39384
2017-03-08,52.150002,56.200001,52.000000,56.000000,56.000000,20111
2017-03-09,54.200001,58.299999,54.200001,58.299999,58.299999,7636
2017-03-10,58.299999,58.299999,58.000000,58.299999,58.299999,5360
2017-03-14,56.000000,60.599998,56.000000,60.599998,60.599998,20081
2017-03-15,60.000000,60.599998,57.599998,57.950001,57.950001,7697
2017-03-16,60.450001,60.599998,58.549999,59.000000,59.000000,9747
2017-03-17,59.000000,59.000000,58.099998,59.000000,59.000000,1605
2017-03-20,59.000000,59.000000,56.299999,56.450001,56.450001,3884
2017-03-21,56.450001,57.500000,53.650002,53.700001,53.700001,1235
2017-03-22,51.400002,52.900002,51.049999,51.049999,51.049999,2750
2017-03-23,50.000000,53.599998,50.000000,53.500000,53.500000,1866
2017-03-24,55.450001,55.799999,51.500000,54.700001,54.700001,5440
2017-03-27,53.549999,55.000000,53.549999,55.000000,55.000000,1324
2017-03-28,52.549999,57.000000,52.549999,55.799999,55.799999,5184
2017-03-29,55.799999,57.500000,55.000000,56.950001,56.950001,3519
2017-03-30,55.500000,56.849998,55.000000,56.500000,56.500000,995
2017-03-31,58.400002,58.400002,57.500000,58.000000,58.000000,1345
2017-04-03,58.000000,60.500000,57.549999,59.049999,59.049999,1655
2017-04-05,57.799999,60.000000,57.799999,58.000000,58.000000,784
2017-04-06,59.849998,60.000000,56.250000,59.349998,59.349998,1137
2017-04-07,57.049999,60.000000,56.400002,57.650002,57.650002,4403
2017-04-10,57.650002,60.000000,55.150002,59.799999,59.799999,4473
